Course #	Dep	ID	Course Name	SBC	Credits
AAS 102	AAS	102	Eastern Religions	GLO HUM	3
AAS 110	AAS	110	Appreciating Indian Music	ARTS	3
AAS 201	AAS	201	Introduction to the Civilization of the Indian Subcontinent	GLO	3
AAS 209	AAS	209	Indian Classical Dance: Bharatanatyam	ARTS	3
AAS 211	AAS	211	Asian and Asian American Studies Topics in the Social Sciences	SBS	3
AAS 212	AAS	212	Asian and Asian American Studies Topics in the Humanities	HUM	3
AAS 215	AAS	215	Classical Performing Arts of India	ARTS	3
AAS 216	AAS	216	Introduction to Japanese Studies	ESI GLO	3
AAS 217	AAS	217	Introduction to Korean Culture	GLO HUM	3
AAS 218	AAS	218	Ancient, Medieval, & Early Modern South Asia	GLO HUM	3
AAS 219	AAS	219	Japan in the Age of Courtier and Samurai	GLO SBS	3
AAS 220	AAS	220	China: Language and Culture	GLO SBS	3
AAS 221	AAS	221	China: Science and Civilization	STAS	3
AAS 222	AAS	222	Indian Cinemas and Cultures	ARTS GLO	3
AAS 232	AAS	232	Introduction to Asian American Fiction and Film	HUM USA	3
AAS 236	AAS	236	Korean Religions	GLO HUM	3
AAS 237	AAS	237	Introduction to Japanese Literature	HUM	3
AAS 240	AAS	240	Confucianism and Daoism	GLO HUM	3
AAS 247	AAS	247	Modern Korea through Visual Culture	GLO SBS	3
AAS 250	AAS	250	Languages and Cultures of Asian Americans	SBS USA	3
AAS 256	AAS	256	Hinduism	GLO HUM	3
AAS 260	AAS	260	Buddhism	GLO HUM	3
AAS 280	AAS	280	Islam	GLO HUM	3
AAS 287	AAS	287	Islam in China	GLO HUM	3
AAS 300	AAS	300	Intellectual History of East Asia	HFA+	3
AAS 305	AAS	305	The Pacific, Travel & Empire	HFA+	3
AAS 307	AAS	307	Women in U.S.-Asian Relations	SBS+ SPK	3
AAS 310	AAS	310	America's Wars in Asia	SBS+ WRTD	3
AAS 320	AAS	320	Literature of India	HFA+	3
AAS 321	AAS	321	Korean Literature	HFA+	3
AAS 322	AAS	322	Literature of Japan	HFA+	3
AAS 323	AAS	323	Language and Society in South Korea	GLO SBS+	3
AAS 324	AAS	324	Language and Society in North Korea	GLO SBS+	3
AAS 326	AAS	326	Indian Mythology	HFA+	3
AAS 327	AAS	327	Great Epics of India: Ramayana and Mahabharata	HFA+	3
AAS 328	AAS	328	Race, Humor and Asian America	HFA+ USA	3
AAS 330	AAS	330	Language and Society in South Asia	SBS+	3
AAS 331	AAS	331	Japanese Literature in the Feminine Domain	HFA+	3
AAS 332	AAS	332	Japanese Literature in the Meiji Era	HFA+	3
AAS 334	AAS	334	English in Asia	SBS+	3
AAS 336	AAS	336	Asian and Pacific Islanders in American History	SBS+	3
AAS 337	AAS	337	History of Korea	SBS+	3
AAS 338	AAS	338	Contemporary India: History, Politics, and Diplomacy	GLO SBS+	3
AAS 339	AAS	339	Contemporary China: History, Politics, and Diplomacy	GLO SBS+	3
AAS 340	AAS	340	Topics in Asian History	GLO SBS+	3
AAS 343	AAS	343	Modern Japan	GLO SBS+	3
AAS 344	AAS	344	Learning of Asian Languages	GLO SBS	3
AAS 351	AAS	351	Revolutionary China: Politics, Culture, and Power	SBS+	3
AAS 352	AAS	352	Environmental History of China	STAS	3
AAS 353	AAS	353	Postwar Japan	GLO SBS+	3
AAS 357	AAS	357	India's Foreign Policy	SBS+	3
AAS 366	AAS	366	Feminine Spirituality	HFA+	3
AAS 367	AAS	367	Meditation and Enlightenment	HFA+	3
AAS 368	AAS	368	Yoga: Theory and Praxis	HFA+	3
AAS 370	AAS	370	Intercultural Communication	SBS+	3
AAS 371	AAS	371	Ancient China	SBS+	3
AAS 372	AAS	372	Family, Marriage, and Kinship in China	SBS+	3
AAS 379	AAS	379	Cultural Diversity in China	SBS+	3
AAS 380	AAS	380	Islamic Classics	HFA+	3
AAS 382	AAS	382	Japanese Buddhism	HFA+	3
AAS 385	AAS	385	Translation Studies of Asian Languages	CER	3
AAS 387	AAS	387	Islam and Confucianism	HFA+	3
AAS 391	AAS	391	Humanities Topics in Asian and Asian American Studies	HFA+	3
AAS 392	AAS	392	Social Science Topics in Asian and Asian American Studies	SBS+	3
AAS 394	AAS	394	Topics in Asian Art	GLO HFA+	3
AAS 396	AAS	396	Topics in Sinophone Literature and Culture	GLO HFA+	3
AAS 400	AAS	400	Seminar in Korean Studies		3
AAS 401	AAS	401	Senior Seminar in Asian and Asian American Studies	SPK WRTD	3
AAS 440	AAS	440	Inter-Asia Cultural Studies	GLO HFA+	3
AAS 444	AAS	444	Experiential Learning	EXP+	0
AAS 447	AAS	447	Directed Readings in Asian and Asian American Studies		1-6
AAS 458	AAS	458	Speak Effectively Before an Audience	SPK	0
AAS 459	AAS	459	Write Effectively in Asian and Asian American Studies	WRTD	0
AAS 472	AAS	472	Topics in Asian Philosophy (I)	ESI HFA+	3
AAS 473	AAS	473	Orientalism	HFA+	3
AAS 475	AAS	475	Undergraduate Teaching Practicum I	EXP+	3
AAS 476	AAS	476	Undergraduate Teaching Practicum II	EXP+	3
AAS 487	AAS	487	Supervised Research in Asian and Asian American Studies		0-3
AAS 488	AAS	488	Internship	EXP+	0-6
AAS 495	AAS	495	Senior Honors Project in AAS		3
ACC 210	ACC	210	Financial Accounting		3
ACC 214	ACC	214	Managerial Cost Analysis and Applications		3
ACC 310	ACC	310	Intermediate Accounting I		3
ACC 311	ACC	311	Federal Income Taxation I		3
ACC 313	ACC	313	Intermediate Accounting II		3
ACC 314	ACC	314	Federal Income Taxation II		3
ACC 400	ACC	400	External Auditing		3
ADV 101	ADV	101	Advising 101: Transfer Seminar		1
ADV 201	ADV	201	Preparing for Medical School		1
ADV 202	ADV	202	Academic Success Seminar		2
ADV 475	ADV	475	Undergraduate Teaching Practicum I	EXP+	0-3
ADV 476	ADV	476	Undergraduate Teaching Practicum II	EXP+	0-3
ADV 488	ADV	488	Academic and Transfer Advising Services Internship	EXP+	3
AFH 205	AFH	205	Contemporary African Literature	GLO HUM	3
AFH 206	AFH	206	Great Books of the Black Experience	HUM	3
AFH 215	AFH	215	Hip Hop and the Intellectual Tradition	HUM	3
AFH 249	AFH	249	African-American Literature and Music in the 19th and 20th Centuries	HFA+	3
AFH 282	AFH	282	Contemporary Caribbean Women's Literature	DIV GLO HUM	3
AFH 329	AFH	329	Pan-African Literature I	GLO HFA+	3
AFH 330	AFH	330	Pan-African Literature II	GLO HFA+	3
AFH 339	AFH	339	Arts of the African Diaspora	HFA+	3
AFH 368	AFH	368	Caribbean and American Connections in Literature	HFA+	3
AFH 379	AFH	379	Philosophy of Race (III)	CER HFA+ USA	3
AFH 380	AFH	380	African American and Caribbean Theatre	GLO HFA+	3
AFH 382	AFH	382	Black Women's Literature of the African Diaspora	DIV HFA+	3
AFH 385	AFH	385	French Caribbean Literature	HFA+	3
AFH 390	AFH	390	Topics in Africana Studies	HFA+	3
AFH 391	AFH	391	Topics in Africana Studies	HFA+	3
AFH 423	AFH	423	Africana Literature in French	HFA+	3
AFH 444	AFH	444	Experiential Learning	EXP+	0
AFH 447	AFH	447	Readings in Africana Studies	ESI	1-3
AFH 475	AFH	475	Undergraduate Teaching Practicum I	EXP+	3
AFH 476	AFH	476	Undergraduate Teaching Practicum II	EXP+	3
AFH 487	AFH	487	Research in Africana Studies	ESI	0-3
AFS 101	AFS	101	Themes in the Black Experience I	CER SBS USA	3
AFS 102	AFS	102	Themes in the Black Experience II	CER SBS USA	3
AFS 221	AFS	221	Introduction to Modern African History	GLO SBS	3
AFS 223	AFS	223	Regional History of Africa	GLO SBS	3
AFS 239	AFS	239	Introduction to the Caribbean Experience	GLO	3
AFS 240	AFS	240	Issues in Caribbean Society	GLO	3
AFS 277	AFS	277	The Modern Color Line	USA	3
AFS 283	AFS	283	Community Service	EXP+	3
AFS 300	AFS	300	Blacks in the City	SBS+	3
AFS 306	AFS	306	Gender and Public Health in Africa	GLO SBS+	3
AFS 308	AFS	308	Women Islam and Political Change in Africa	GLO SBS+	3
AFS 310	AFS	310	American Attitudes Toward Race	SBS+	3
AFS 319	AFS	319	The Politics of Race	SBS+	3
AFS 320	AFS	320	Black Popular Culture and the Terrain	HFA+	3
AFS 325	AFS	325	Civil Rights and Black Power	SBS+	3
AFS 337	AFS	337	The Politics of Africa	SBS+	3
AFS 339	AFS	339	Recent African American History	SBS+ USA	3
AFS 340	AFS	340	Human Rights and Africa	CER DIV SBS+ SPK	3
AFS 345	AFS	345	Culture and Gender: Women in Africa and the Caribbean	SBS+	3
AFS 346	AFS	346	Political and Social History of Africa	SBS+	3
AFS 350	AFS	350	Black Women and Social Change: A Cross-Cultural Perspective	SBS+	3
AFS 355	AFS	355	Ancient African Civilizations	GLO SBS+	3
AFS 360	AFS	360	African-American Social Commentary	SBS+ USA	3
AFS 363	AFS	363	Blacks and Mass Media	SBS+	3
AFS 365	AFS	365	Global Africa	GLO SBS+	3
AFS 368	AFS	368	Health and Disease in Africa	SBS+	3
AFS 369	AFS	369	Religion and Politics in Africa	CER SBS+	3
AFS 370	AFS	370	The African-American Family	HFA+ USA	3
AFS 372	AFS	372	African-American Political Thought	SBS+ USA	3
AFS 373	AFS	373	Sexualities: African and Caribbean Perspectives	DIV SBS+	3
AFS 374	AFS	374	Environment and Development in African History	GLO SBS+	3
AFS 375	AFS	375	Slavery	SBS+	3
AFS 380	AFS	380	Race and Ethnicity in Latin America and the Caribbean	GLO SBS+	3
AFS 381	AFS	381	AIDS, Race, and Gender in the Black Community	SBS+	3
AFS 382	AFS	382	Race, Ethnicity and the Environment		3
AFS 383	AFS	383	The Global African Diaspora in Comparative Perspective	DIV GLO SBS+	3
AFS 392	AFS	392	The Black Power Movement	SBS+	3
AFS 393	AFS	393	The Caribbean Immigrants in the United States: Dreams and Realities	SBS+ USA	3
AFS 394	AFS	394	Black Nationalism in America	SBS+	3
AFS 396	AFS	396	Topics in African-American History	SBS+	3
AFS 410	AFS	410	Computers and Technology in Africa	STAS	3
AFS 421	AFS	421	Topics in Africana Studies		3
AFS 422	AFS	422	Topics in Africana Studies		3
AFS 444	AFS	444	Experiential Learning	EXP+	0
AFS 447	AFS	447	Readings in Africana Studies	ESI	1-3
AFS 459	AFS	459	Write Effectively in Africana Studies	WRTD	0
AFS 475	AFS	475	Undergraduate Teaching Practicum I	EXP+	3
AFS 476	AFS	476	Undergraduate Teaching Practicum II	EXP+	3
AFS 477	AFS	477	Qualitative & Mixed Methods	CER ESI SBS+	3
AFS 487	AFS	487	Research in Africana Studies	ESI	0-3
AFS 488	AFS	488	Internship	EXP+	0-6
AFS 491	AFS	491	Interdisciplinary Seminar in Africana Studies		3
AIM 100	AIM	100	EOP Pre-Freshman Summer Academic Bridge		3
AIM 101	AIM	101	EOP Pre-Freshman Summer Support Bridge		3
AIM 102	AIM	102	Expository Writing		3
AIM 104	AIM	104	Literary Analysis and Critical Reasoning	HUM	3
AMR 101	AMR	101	Local and Global: National Boundaries and World-Systems	GLO SBS	3
AMR 102	AMR	102	Making American Identities	SBS USA	3
AMR 301	AMR	301	Ethnicity and Race in American History	ESI SBS+ WRTD	3
AMR 390	AMR	390	Humanities Topics in American Studies	HFA+	3
AMR 392	AMR	392	Social and Behavioral Sciences Topics in American Studies	SBS+	3
AMR 395	AMR	395	Topics in American Studies	SBS+	3
AMR 397	AMR	397	Topics in American Studies	SBS+	3
AMR 401	AMR	401	Senior Seminar in American Studies		3
AMR 444	AMR	444	Experiential Learning	EXP+	0
AMR 447	AMR	447	Directed Readings in American Studies		1-6
AMR 458	AMR	458	Speak Effectively Before an Audience	SPK	0
AMR 475	AMR	475	Undergraduate Teaching Practicum I	EXP+	3
AMR 476	AMR	476	Undergraduate Teaching Practicum II	EXP+	3
AMR 487	AMR	487	Independent Research		0-6
AMR 488	AMR	488	Internship	EXP+	0-6
AMR 495	AMR	495	Senior Honors Project in American Studies		3
AMS 102	AMS	102	Elements of Statistics	QPS	3
AMS 103	AMS	103	Applied Mathematics in Modern Technology	QPS TECH	3
AMS 104	AMS	104	Spreadsheet Technology and Applications	QPS TECH	3
AMS 105	AMS	105	Introduction to Business Statistics		3
AMS 110	AMS	110	Probability and Statistics in the Life Sciences	QPS	3
AMS 151	AMS	151	Applied Calculus I	QPS	3
AMS 161	AMS	161	Applied Calculus II	QPS	3
AMS 210	AMS	210	Applied Linear Algebra	STEM+	3
AMS 261	AMS	261	Applied Calculus III	STEM+	4
AMS 300	AMS	300	Writing in Applied Mathematics	SPK WRTD	1
AMS 301	AMS	301	Finite Mathematical Structures	STEM+	3
AMS 303	AMS	303	Graph Theory		3
AMS 310	AMS	310	Survey of Probability and Statistics	STEM+	3
AMS 311	AMS	311	Probability Theory		3
AMS 315	AMS	315	Data Analysis	CER ESI	3
AMS 316	AMS	316	Introduction to Time Series Analysis	SBS+	3
AMS 317	AMS	317	Introduction to Linear Regression Analysis		3
AMS 318	AMS	318	Financial Mathematics	WRTD	3
AMS 320	AMS	320	Introduction to Quantitative Finance		3
AMS 325	AMS	325	Computing and Programming Fundamentals in Applied Mathematics and Statistics		3
AMS 326	AMS	326	Numerical Analysis		3
AMS 332	AMS	332	Computational Modeling of Physiological Systems		3
AMS 333	AMS	333	Mathematical Biology	EXP+ WRTD	3
AMS 335	AMS	335	Game Theory	SBS+	3
AMS 341	AMS	341	Operations Research I: Deterministic Models	SBS+	3
AMS 342	AMS	342	Operations Research II: Stochastic Models	SBS+	3
AMS 345	AMS	345	Computational Geometry		3
AMS 351	AMS	351	Applied Algebra		3
AMS 361	AMS	361	Applied Calculus IV: Differential Equations	STEM+	4
AMS 380	AMS	380	Data Mining		3
AMS 394	AMS	394	Statistical Laboratory	CER ESI EXP+	3
AMS 410	AMS	410	Actuarial Mathematics		3
AMS 412	AMS	412	Mathematical Statistics	CER ESI EXP+	3
AMS 441	AMS	441	Business Enterprise		3
AMS 458	AMS	458	Speak Effectively Before an Audience	SPK	0
AMS 459	AMS	459	Write Effectively in Applied Mathematics	WRTD	0
AMS 475	AMS	475	Undergraduate Teaching Practicum	EXP+ SPK	3
AMS 476	AMS	476	Undergraduate Teaching Practicum	EXP+ SPK	3
AMS 487	AMS	487	Research in Applied Mathematics	EXP+ WRTD	0-3
AMS 492	AMS	492	Topics in Applied Mathematics		3
ANP 101	ANP	101	Human Biology	SNW	3
ANP 120	ANP	120	Introduction to Biological Anthropology	SNW	3
ANP 121	ANP	121	Biological Anthropology Laboratory		1
ANP 201	ANP	201	Human Evolution	SNW	3
ANP 202	ANP	202	People and Pups: Dog Behavior and Human-Canine Relationships	STAS	3
ANP 220	ANP	220	Controversies in Human Biology and Behavior	STAS	3
ANP 250	ANP	250	Forensic Anthropology	SNW	3
ANP 300	ANP	300	Human Anatomy	STEM+	4
ANP 304	ANP	304	Ecology: Linking People and Nature (with emphasis on the Turkana Basin)	SNW TECH	3
ANP 305	ANP	305	Earth & Life Through Time: Vertebrate Paleontology & Paleoecology (emphasis on Turkana Basin)	SNW TECH	3
ANP 306	ANP	306	Human Evolution (and evidence from the Turkana Basin)	STEM+ ESI	3
ANP 307	ANP	307	Comparing Ecosystems in Madagascar	SNW	3
ANP 308	ANP	308	Paleoanthropological Field Methods in the Turkana Basin	STEM+ EXP+ TECH	3
ANP 310	ANP	310	Environments, Ecosystems and Evolution: Evidence from the Turkana Basin	GLO SNW EXP+ TECH	3
ANP 315	ANP	315	Climate Change and Human Evolution	STEM+	3
ANP 321	ANP	321	Primate Evolution	STEM+	3
ANP 326	ANP	326	Lemurs of Madagascar	STEM+	3
ANP 350	ANP	350	Methods in Studying Primates		3
ANP 351	ANP	351	Biodiversity Assessment Methods for Tropical Field Research		3
ANP 360	ANP	360	Primate Conservation	STAS	3
ANP 387	ANP	387	Independent Biodiversity Research Project in Madagascar		3
ANP 391	ANP	391	Topics in Biological Anthropology		3
ANP 399	ANP	399	Advanced Field Research in the Turkana Basin		3-1
ANP 401	ANP	401	Pastoralism under pressure: Savannas, Societies, and Sustainability in East Africa	ESI STAS	3
ANP 403	ANP	403	Seminar in Biological Anthropology		3
ANP 404	ANP	404	Human Osteology	ESI STEM+	3
ANP 405	ANP	405	Human Evolution in the Headlines		3
ANP 406	ANP	406	Pseudoscience and Anthropology	STAS	3
ANP 407	ANP	407	Building Bones: Bone Development and Evolution	SPK STEM+	3
ANP 410	ANP	410	Comparative Primate Anatomy	ESI STEM+	4
ANP 444	ANP	444	Experiential Learning	EXP+	0
ANP 447	ANP	447	Readings in Biological Anthropology		3
ANP 475	ANP	475	Undergraduate Teaching Practicum I	EXP+	3
ANP 476	ANP	476	Undergraduate Teaching Practicum II	EXP+	3
ANP 487	ANP	487	Independent Research in Biological Anthropology	EXP+	0-6
ANP 488	ANP	488	Internship in Biological Anthropology	EXP+	0-6
ANP 495	ANP	495	Senior Honors Project in Anthropology		3
ANP 496	ANP	496	Senior Honors Project in Anthropology	EXP+	3
ANT 102	ANT	102	What Makes Us Human?	GLO SBS	3
ANT 103	ANT	103	Archaeology for a Better World	GLO SBS	3
ANT 104	ANT	104	Archaeology	SBS	3
ANT 200	ANT	200	Contemporary and Historical Perspectives on Insular Southeast Asia	GLO SBS+	3
ANT 203	ANT	203	Native Americans	DIV GLO	3
ANT 207	ANT	207	From Cavemen to Vikings: The Prehistoric Archaeology of Europe	GLO	3
ANT 208	ANT	208	Zombiology: What the Walking Dead Can Teach Us About Real Humans	STAS	3
ANT 210	ANT	210	Sunken Cities and Pirates: The World of Underwater Archaeology	SBS	3
ANT 215	ANT	215	Climate and Culture	STAS	3
ANT 230	ANT	230	Peoples of the World	SBS+	3
ANT 250	ANT	250	African Cultures Today	GLO	3
ANT 260	ANT	260	How We Eat	SBS USA	3
ANT 268	ANT	268	Archaeology of Human Origins	SNW	3
ANT 270	ANT	270	Great Archaeological Discoveries	GLO SBS	3
ANT 273	ANT	273	The Unstoppable Species?	SNW	3
ANT 277	ANT	277	The Origins of Art	ARTS	3
ANT 290	ANT	290	Science and Technology in Ancient Society	STAS	3
ANT 305	ANT	305	Culture and Language of Madagascar	GLO SBS+	3
ANT 307	ANT	307	Prehistoric Archaeology of Africa (with emphasis on the Turkana Basin)	SBS+ SPK ESI	3
ANT 311	ANT	311	Immersion in Another Culture	DIV SBS+	3
ANT 315	ANT	315	Following in Darwin's Footsteps: Winter in Ecuador & the Galapagos	DIV STAS	3
ANT 320	ANT	320	Historical Archaeology		3
ANT 321	ANT	321	Archaeological Field Methods	SBS+ EXP+ TECH	3-6
ANT 350	ANT	350	Medical Anthropology	SBS+	3
ANT 351	ANT	351	Comparative Religion	SBS+	3
ANT 355	ANT	355	Ancient African Civilizations	GLO SBS+	3
ANT 357	ANT	357	The Agricultural Revolution	ESI SBS+	3
ANT 358	ANT	358	The Origins of Social Inequality: First Cities	GLO SBS+	3
ANT 359	ANT	359	The Archaeology of Food	SBS+ SPK	3
ANT 360	ANT	360	Ancient Mesopotamia	GLO SBS+	3
ANT 363	ANT	363	Approaches in Archaeology	SBS+	3
ANT 367	ANT	367	Male and Female	ESI SBS+	3
ANT 371	ANT	371	Ancient China	SBS+	3
ANT 372	ANT	372	Family, Marriage, and Kinship in China	SBS+	3
ANT 377	ANT	377	Animal Tool Use	ESI SNW	3
ANT 379	ANT	379	Cultural Diversity in China	SBS+	3
ANT 380	ANT	380	Race and Ethnicity in Latin America and the Caribbean	GLO SBS+	3
ANT 381	ANT	381	Applied Anthropology	SBS+	3
ANT 387	ANT	387	Independent Cultural Research Project in Madagascar		3
ANT 390	ANT	390	Topics in Social and Cultural Anthropology	SBS+	3
ANT 391	ANT	391	Topics in Social and Cultural Anthropology	SBS+	3
ANT 393	ANT	393	Topics in Archaeology	SBS+	3
ANT 394	ANT	394	Topics in Archaeology	SBS+	3
ANT 399	ANT	399	Advanced Field Research in the Turkana Basin		3-1
ANT 401	ANT	401	Problems in Social and Cultural Anthropology		3
ANT 402	ANT	402	Problems in Archaeology	ESI SBS+	3
ANT 410	ANT	410	Ethnobotany and Paleoethnobotany	SBS+	3
ANT 415	ANT	415	Ethnoarchaeology	ESI SPK	3
ANT 416	ANT	416	Research Design in Archaeology	ESI	3
ANT 418	ANT	418	Stone Tools in Human Evolution	ESI SPK TECH	3
ANT 419	ANT	419	Zooarchaeology	SBS+	3
ANT 420	ANT	420	Environmental Analysis Using Remote Sensing and Geographic Information Systems	TECH	4
ANT 444	ANT	444	Experiential Learning	EXP+	0
ANT 447	ANT	447	Readings in Anthropology		3
ANT 458	ANT	458	Speak Effectively Before an Audience	SPK	0
ANT 459	ANT	459	Write Effectively in Anthropology	WRTD	0
ANT 475	ANT	475	Undergraduate Teaching Practicum I	EXP+	3
ANT 476	ANT	476	Undergraduate Teaching Practicum II	EXP+	3
ANT 487	ANT	487	Independent Research in Anthropology	EXP+	0-6
ANT 488	ANT	488	Internship	EXP+	0-6
ANT 495	ANT	495	Senior Honors Project in Anthropology		3
ANT 496	ANT	496	Senior Honors Project in Anthropology	EXP+	3
ARB 101	ARB	101	Intensive Elementary Arabic	LANG	6
ARB 111	ARB	111	Elementary Arabic I	LANG	3
ARB 112	ARB	112	Elementary Arabic II	LANG	3
ARB 201	ARB	201	Intensive Intermediate Arabic	GLO HUM LANG	6
ARB 211	ARB	211	Intermediate Arabic I	GLO LANG	3
ARB 212	ARB	212	Intermediate Arabic II	GLO HUM LANG	3
ARH 106	ARH	106	Art & Science	ARTS	3
ARH 107	ARH	107	Art and Medicine	ARTS	3
ARH 201	ARH	201	Arts of Africa	ARTS GLO	3
ARH 202	ARH	202	Arts of the Ancient World	ARTS	3
ARH 203	ARH	203	Arts of Asia	ARTS GLO	3
ARH 204	ARH	204	Arts of Europe and the Americas	ARTS	3
ARH 205	ARH	205	Introduction to Architecture	ARTS	3
ARH 206	ARH	206	Modern Art	ARTS	3
ARH 207	ARH	207	Digital Media: History/Theory	ARTS TECH	3
ARH 208	ARH	208	History of Photography	ARTS	3
ARH 209	ARH	209	Arts of the United States	ARTS USA	3
ARH 210	ARH	210	Modern Art and the Moving Image	ARTS	3
ARH 299	ARH	299	Gallery Management Workshop	ARTS EXP+	1
ARH 300	ARH	300	Greek Art and Architecture	HFA+	3
ARH 301	ARH	301	Roman Art and Architecture	HFA+	3
ARH 302	ARH	302	Ancient Egyptian Art	HFA+	3
ARH 306	ARH	306	Italian Renaissance Art	HFA+	3
ARH 308	ARH	308	Writing About Art	WRTD	3
ARH 315	ARH	315	Art of Spain and Colonial Latin America	HFA+	3
ARH 316	ARH	316	Italian Baroque Art	HFA+	3
ARH 317	ARH	317	Islamic Art	HFA+	3
ARH 322	ARH	322	American Art Since 1947	HFA+	3
ARH 323	ARH	323	History and Methods of Art History	ESI SPK	3
ARH 325	ARH	325	Ancient Middle Eastern Art	GLO HFA+	3
ARH 326	ARH	326	Arts of Ancient Mesoamerica	HFA+	3
ARH 328	ARH	328	Exhibiting Africa	CER SPK	3
ARH 329	ARH	329	Arts of the African Diaspora	HFA+	3
ARH 330	ARH	330	Public Art and Urban Design in New York City	HFA+	3
ARH 333	ARH	333	Arts for the Public	HFA+	3
ARH 334	ARH	334	Performance Art I: The European Avant-Garde	HFA+	3
ARH 336	ARH	336	The Computer and the Arts	STAS	3
ARH 344	ARH	344	Performance Art II: World War II to the Present	HFA+	3
ARH 346	ARH	346	Art and Politics in the Age of Revolution	HFA+	3
ARH 347	ARH	347	Avant-Garde Art: Realism, Impressionism, Post-Impressionism	HFA+	3
ARH 348	ARH	348	Contemporary Art	DIV HFA+	3
ARH 350	ARH	350	Museum Studies	CER SPK	3
ARH 355	ARH	355	Modern and Contemporary Korean Art	GLO HFA+	3
ARH 390	ARH	390	Topics in European Art	HFA+	3
ARH 391	ARH	391	Topics in Global Art	GLO HFA+	3
ARH 392	ARH	392	Topics in Modern Art	HFA+	3
ARH 393	ARH	393	Topics in Middle Eastern Art	GLO HFA+	3
ARH 394	ARH	394	Topics in Asian Art	GLO HFA+	3
ARH 395	ARH	395	Topics in Visual Culture	ESI STAS	3
ARH 396	ARH	396	Topics in American Art	HFA+	3
ARH 397	ARH	397	Topics in Photography	HFA+	3
ARH 398	ARH	398	Topics in Film and Video Art	HFA+	3
ARH 400	ARH	400	Seminar in Art History and Criticism	ESI WRTD	3
ARH 407	ARH	407	Seminar in Media/Art/Culture		3
ARH 444	ARH	444	Experiential Learning	EXP+	0
ARH 458	ARH	458	Speak Effectively Before an Audience	SPK	0
ARH 459	ARH	459	Write Effectively in Art History	WRTD	0
ARH 475	ARH	475	Undergraduate Teaching Practicum I	EXP+	3
ARH 476	ARH	476	Undergraduate Teaching Practicum II	EXP+	3
ARH 485	ARH	485	Projects in Art History and Criticism in New York City	EXP+	0-6
ARH 487	ARH	487	Independent Reading and Research in Art		0-6
ARH 488	ARH	488	Internship	EXP+	0-6
ARH 495	ARH	495	Senior Honors Project in Art History and Criticism	EXP+	3
ARS 105	ARS	105	The Creative Process	ARTS	3
ARS 154	ARS	154	Foundations: Drawing	ARTS	3
ARS 205	ARS	205	Foundations: Idea and Form	ARTS	3
ARS 225	ARS	225	Introduction to Digital Art	ARTS TECH	3
ARS 255	ARS	255	Introductory Painting		3
ARS 256	ARS	256	Introductory Sculpture		3
ARS 264	ARS	264	Introductory Ceramics		3
ARS 274	ARS	274	Introductory Printmaking		3
ARS 281	ARS	281	Introductory Photography	ARTS TECH	3
ARS 299	ARS	299	Studio Management Workshop		1
ARS 308	ARS	308	Writing About Art	WRTD	3
ARS 324	ARS	324	Digital Arts: Design		3
ARS 325	ARS	325	Digital Arts: Print	HFA+	3
ARS 326	ARS	326	Video Art: Narrative Forms	HFA+	3
ARS 327	ARS	327	Digital Arts: Web Design and Culture	STAS	3
ARS 328	ARS	328	Digital Arts: Animation	HFA+	3
ARS 329	ARS	329	Video Art: Experimental Forms	HFA+	3
ARS 350	ARS	350	Life Drawing and Painting	HFA+	3
ARS 351	ARS	351	Painting II: Theory and Practice	HFA+	3
ARS 352	ARS	352	Painting III: Theory and Practice	HFA+	3
ARS 355	ARS	355	Anatomical/Bio Illustration		3
ARS 359	ARS	359	Theory and Practice of Conceptual Drawing	HFA+	3
ARS 364	ARS	364	Advanced Theory and Practice of Ceramics	HFA+	3
ARS 365	ARS	365	Theories and Practice of Sculpture: Welding, Construction, and Intermedia	HFA+	3
ARS 366	ARS	366	Theory and Practice of Sculpture: Modeling, Casting, and Carving	HFA+	3
ARS 374	ARS	374	Theory and Practice of Printmaking: Intaglio Processes	HFA+	3
ARS 375	ARS	375	Theory and Practice of Printmaking: Lithography	HFA+	3
ARS 381	ARS	381	Color and Light Photography	HFA+	3
ARS 382	ARS	382	Analog Black and White Photography	HFA+	3
ARS 384	ARS	384	Art, Media and Technology	STAS	3
ARS 390	ARS	390	Topics in Studio Art	HFA+	3
ARS 401	ARS	401	Critical Issues Seminar	CER WRTD	3
ARS 402	ARS	402	Documentary Media Art	ESI WRTD	3
ARS 403	ARS	403	Socially Engaged Art	HFA+ SPK	3
ARS 420	ARS	420	Studio Art Senior Seminar	ESI SPK	3
ARS 425	ARS	425	Advanced New Media Art	SPK	3
ARS 444	ARS	444	Experiential Learning	EXP+	0
ARS 452	ARS	452	Advanced Theory and Practice of Painting		3
ARS 458	ARS	458	Speak Effectively Before an Audience	SPK	0
ARS 459	ARS	459	Write Effectively in Studio Art	WRTD	0
ARS 465	ARS	465	Advanced Theory and Practice of Sculpture: Welding, Construction, and Inter-media		3
ARS 466	ARS	466	Advanced Theory and Practice of Sculpture: Installation, Site Specific and Public Art		3
ARS 471	ARS	471	Advanced Theory and Practice of Printmaking: Intaglio Processes		3
ARS 472	ARS	472	Advanced Theory and Practice of Printmaking: Lithography		3
ARS 475	ARS	475	Undergraduate Teaching Practicum I	EXP+	3
ARS 476	ARS	476	Undergraduate Teaching Practicum II	EXP+	3
