Course #	Dep	ID	Course Name	SBC	Credits
POL 347	POL	347	Women and Politics	DIV SBS+	3
POL 348	POL	348	Political Beliefs and Judgments	SBS+	3
POL 349	POL	349	Social Psychology and Law	SBS+	3
POL 350	POL	350	Contemporary European Political Theory	SBS+	3
POL 351	POL	351	Social Surveys in Contemporary Society	SBS+	3
POL 352	POL	352	Current Political Events	SBS+	3
POL 353	POL	353	Contemporary Race Relations in American Politics	DIV SBS+	3
POL 357	POL	357	India's Foreign Policy	SBS+	3
POL 359	POL	359	Public Policy Analysis	SBS+	3
POL 365	POL	365	Economy and Democracy	SBS+	3
POL 366	POL	366	Press & the Presidency		3
POL 367	POL	367	Mass Media in American Politics	SBS+	3
POL 368	POL	368	Social Networks and Politics	SBS+ WRTD	3
POL 369	POL	369	Introduction to Political Informatics	SBS+ TECH	3
POL 371	POL	371	Politics of Climate Change	STAS	3
POL 373	POL	373	The Biology of Politics	SBS+ SNW	3
POL 374	POL	374	Global Issues in the United Nations	SBS+	3
POL 375	POL	375	The Political Animal	SBS+ SNW	3
POL 377	POL	377	Contemporary Political Philosophy (II)	CER HFA+	3
POL 380	POL	380	Government and Politics of the Middle East	GLO SBS+	3
POL 390	POL	390	Topics in Political Science		3
POL 391	POL	391	Topics in Political Science		3
POL 401	POL	401	Seminar in Advanced Topics		3
POL 402	POL	402	Seminar in Advanced Topics		3
POL 403	POL	403	Seminar in Advanced Topics		3
POL 404	POL	404	Seminar in Advanced Topics		3
POL 434	POL	434	Supreme Court Decision Making	SBS	3
POL 444	POL	444	Experiential Learning	EXP+	0
POL 447	POL	447	Directed Readings in Political Science		1-6
POL 458	POL	458	Speak Effectively Before an Audience	SPK	0
POL 459	POL	459	Write Effectively in Political Science	WRTD	0
POL 475	POL	475	Undergraduate Teaching Practicum I	EXP+	3
POL 476	POL	476	Undergraduate Teaching Practicum II	EXP+	3
POL 477	POL	477	Qualitative & Mixed Methods	CER ESI SBS+	3
POL 487	POL	487	Directed Research	ESI	0-6
POL 488	POL	488	Internship	EXP+	0-6
POL 489	POL	489	Washington or Albany Internship	EXP+	1
POL 490	POL	490	Washington or Albany Seminar	EXP+	3
POL 495	POL	495	Senior Honors Project in Political Science		3
POL 496	POL	496	Senior Honors Project in Political Science	ESI WRTD	3
POR 111	POR	111	Elementary Portuguese I	LANG	4
POR 112	POR	112	Elementary Portuguese II	LANG	4
POR 411	POR	411	Portuguese for Spanish Speakers	GLO LANG	3
PSY 103	PSY	103	Introduction to Psychology	CER SBS	3
PSY 201	PSY	201	Statistical Methods in Psychology	QPS	3
PSY 220	PSY	220	Survey in Developmental Psychology	SBS+	3
PSY 230	PSY	230	Survey in Abnormal and Clinical Psychology	SBS+	3
PSY 240	PSY	240	Survey in Social Psychology	DIV SBS+	3
PSY 250	PSY	250	Survey in Biopsychology	SBS+ STEM+	3
PSY 260	PSY	260	Survey in Cognition and Perception	SBS+ STEM+	3
PSY 273	PSY	273	Supervised Research in Psychology	EXP+	0-6
PSY 283	PSY	283	Applications and Community Service	EXP+	1-3
PSY 301	PSY	301	Advanced Statistics		3
PSY 310	PSY	310	Research and Writing in Psychology	ESI SPK WRTD	4
PSY 325	PSY	325	Children's Cognitive Development		3
PSY 326	PSY	326	Children's Social and Emotional Development		3
PSY 327	PSY	327	Human Growth and Development in the Educational Context		3
PSY 329	PSY	329	Special Topics in Developmental Psychology		3
PSY 333	PSY	333	Mood Disorders		3
PSY 334	PSY	334	Autism Spectrum Disorders	SBS+	3
PSY 338	PSY	338	Abnormal Child Psychology		3
PSY 339	PSY	339	Special Topics in Clinical Psychology		3
PSY 341	PSY	341	Psychology of Prejudice		3
PSY 342	PSY	342	Psychology of Women's Health	DIV	3
PSY 345	PSY	345	Theories of Personality		3
PSY 346	PSY	346	Health Psychology		3
PSY 347	PSY	347	Psychology of Women	SBS+	3
PSY 348	PSY	348	Special Topics in Social Psychology		3
PSY 349	PSY	349	Special Topics in Social Psychology		3
PSY 354	PSY	354	Neurobiology of Learning and Memory		3
PSY 355	PSY	355	Human Brain Function		3
PSY 356	PSY	356	Physiological Psychology		3
PSY 357	PSY	357	Animal Learning		3
PSY 358	PSY	358	Special Topics in Biopsychology		3
PSY 359	PSY	359	Special Topics in Biopsychology		3
PSY 364	PSY	364	Judgment and Decision Making		3
PSY 365	PSY	365	The Psychology of Language		3
PSY 366	PSY	366	Human Problem Solving		3
PSY 367	PSY	367	Memory		3
PSY 368	PSY	368	Sensation and Perception		3
PSY 369	PSY	369	Special Topics in Cognition and Perception		3
PSY 375	PSY	375	History and Systems of Psychology		3
PSY 380	PSY	380	Research Lab: Human Cognition		4
PSY 382	PSY	382	Research Lab: Social Psychology	ESI WRTD	4
PSY 386	PSY	386	Research Lab: Cultural Psychology		4
PSY 389	PSY	389	Research Lab: Special Topics		4
PSY 399	PSY	399	Junior Honors Seminar	ESI WRTD	1
PSY 444	PSY	444	Experiential Learning	EXP+	0
PSY 447	PSY	447	Readings in Psychology		1-6
PSY 459	PSY	459	Write Effectively in Psychology	WRTD	0
PSY 475	PSY	475	Undergraduate Teaching Practicum I	EXP+	3
PSY 476	PSY	476	Undergraduate Teaching Practicum II	EXP+	3
PSY 487	PSY	487	Independent Research in Psychology	EXP+	0-6
PSY 488	PSY	488	Internship	EXP+	0-6
PSY 491	PSY	491	Advanced Seminar in Psychology		1-3
PSY 492	PSY	492	Advanced Seminar in Psychology		1-3
PSY 495	PSY	495	Senior Honors Seminar	ESI WRTD	1
PSY 496	PSY	496	Senior Honors Seminar	ESI WRTD	1
RLS 101	RLS	101	Western Religions	GLO HUM	3
RLS 102	RLS	102	Eastern Religions	GLO HUM	3
RLS 240	RLS	240	Confucianism and Daoism	GLO HUM	3
RLS 256	RLS	256	Hinduism	GLO HUM	3
RLS 260	RLS	260	Buddhism	GLO HUM	3
RLS 270	RLS	270	Christianity	GLO HUM	3
RLS 280	RLS	280	Islam	GLO HUM	3
RLS 287	RLS	287	Islam in China	GLO HUM	3
RLS 366	RLS	366	Feminine Spirituality	HFA+	3
RLS 367	RLS	367	Meditation and Enlightenment	HFA+	3
RLS 368	RLS	368	Yoga: Theory and Praxis	HFA+	3
RLS 380	RLS	380	Islamic Classics	HFA+	3
RLS 382	RLS	382	Japanese Buddhism	HFA+	3
RLS 387	RLS	387	Islam and Confucianism	HFA+	3
RLS 444	RLS	444	Experiential Learning	EXP+	0
RLS 447	RLS	447	Readings in Religious Studies		1-6
RLS 459	RLS	459	Write Effectively in Religious Studies	WRTD	0
RLS 475	RLS	475	Undergraduate Teaching Practicum	EXP+	3
RUS 101	RUS	101	Intensive Elementary Russian	LANG	6
RUS 111	RUS	111	Elementary Russian I	LANG	4
RUS 112	RUS	112	Elementary Russian II	LANG	4
RUS 211	RUS	211	Intermediate Russian I	GLO LANG	3
RUS 212	RUS	212	Intermediate Russian II	GLO HUM LANG	3
RUS 213	RUS	213	Intermediate Russian for Students of Russian-Speaking Background	GLO HUM LANG	3
RUS 311	RUS	311	Russian Conversation and Composition	HFA+ LANG	3
RUS 312	RUS	312	Russian Conversation and Composition	HFA+ LANG	3
RUS 323	RUS	323	Russian Literary Texts	HFA+	3
RUS 331	RUS	331	Contemporary Russian Literacy	HFA+	3
RUS 332	RUS	332	Professional Russian		3
RUS 411	RUS	411	Advanced Russian I (Fourth-year)		3
RUS 412	RUS	412	Advanced Russian II (Fourth-year)		3
RUS 439	RUS	439	Structure of Russian	HFA+	3
RUS 444	RUS	444	Experiential Learning	EXP+	0
RUS 447	RUS	447	Directed Readings in Russian	EXP+	1-3
RUS 475	RUS	475	Undergraduate Teaching Practicum in Russian I	EXP+	3
RUS 476	RUS	476	Undergraduate Teaching Practicum in Russian II	EXP+	3
RUS 491	RUS	491	Special Author	HFA+	3
RUS 492	RUS	492	Special Genre or Period	HFA+	3
RUS 495	RUS	495	Senior Honors Project in Russian	EXP+	3
SBU 101	SBU	101	Introduction to Stony Brook		1
SBU 102	SBU	102	Undergraduate College Seminar		1
SBU 275	SBU	275	Undergraduate College Fellows Seminar		1
SBU 276	SBU	276	Undergraduate College Fellows Practicum	EXP+	1
SBU 475	SBU	475	Undergraduate College Teaching Practicum	EXP+	1
SBU 488	SBU	488	Undergraduate College Internship	EXP+	0-3
SCH 101	SCH	101	Introduction to Stony Brook		1
SCH 102	SCH	102	University Scholars Seminar		1
SCH 275	SCH	275	Scholars Fellows Seminar		1
SCH 276	SCH	276	Scholars Fellows Practicum	EXP+	1
SCH 444	SCH	444	Experiential Learning	EXP+	0
SCH 475	SCH	475	Scholars Teaching Practicum	EXP+	1
SCH 488	SCH	488	University Scholars Internship	EXP+	0-3
SCI 410	SCI	410	Pedagogy and Methods for Science Education I		3
SCI 420	SCI	420	Pedagogy and Methods for Science Education II	CER EXP+ SPK	3
SCI 447	SCI	447	Directed Readings in Science Education		1-6
SCI 449	SCI	449	Field Experience, Grades 7-12		1
SCI 450	SCI	450	Field Experience, Grades 7-12	CER EXP+ SPK	1
SCI 451	SCI	451	Supervised Teaching-Science: Middle Level Grades 7-9	CER EXP+ SPK	6
SCI 452	SCI	452	Supervised Teaching-Science: High School Grades 10-12	CER EXP+ SPK	6
SCI 454	SCI	454	Science Student Teaching Seminar	CER EXP+ SPK	3
SCI 487	SCI	487	Applied Research	EXP+	0-3
SKT 111	SKT	111	Elementary Sanskrit I	LANG	4
SKT 112	SKT	112	Elementary Sanskrit II	LANG	4
SLN 111	SLN	111	Elementary American Sign Language I	LANG	3
SLN 112	SLN	112	Elementary American Sign Language II	LANG	3
SLN 211	SLN	211	Intermediate Sign Language I	GLO LANG	3
SLN 212	SLN	212	Intermediate Sign Language II	GLO HUM LANG	3
SLN 475	SLN	475	Undergraduate Teaching Practicum I	EXP+	3
SLN 476	SLN	476	Undergraduate Teaching Practicum II	EXP+	3
SOC 105	SOC	105	Introduction to Sociology	SBS	3
SOC 200	SOC	200	Medicine and Society	SBS	3
SOC 201	SOC	201	Research Methods in Sociology	ESI	3
SOC 202	SOC	202	Statistical Methods in Sociology	QPS	3
SOC 204	SOC	204	Intimate Relationships	SBS	3
SOC 243	SOC	243	Sociology of Youth	SBS	3
SOC 247	SOC	247	Sociology of Gender	DIV SBS	3
SOC 248	SOC	248	Social Problems in Global Perspective	GLO SBS+	3
SOC 268	SOC	268	Theory and Practice in Student Leadership		3
SOC 302	SOC	302	American Society	DIV SBS+	3
SOC 303	SOC	303	Social Inequality	SBS+	3
SOC 304	SOC	304	Sociology of the Family	SBS+	3
SOC 309	SOC	309	Social Conflicts and Movements	SBS+	3
SOC 310	SOC	310	Racism and Ethnic Relations	DIV SBS+	3
SOC 315	SOC	315	Sociology of Technology	STAS	3
SOC 323	SOC	323	Urban Society	SBS+	3
SOC 330	SOC	330	Media and Society	SBS+	3
SOC 336	SOC	336	Social Change	SBS+	3
SOC 337	SOC	337	Social Deviance	SBS+	3
SOC 338	SOC	338	The Sociology of Crime	SBS+	3
SOC 339	SOC	339	Sociology of Alcoholism and Drug Abuse	SBS+	3
SOC 340	SOC	340	Sociology of Human Reproduction	STAS	3
SOC 344	SOC	344	Environmental Sociology	GLO SBS+	3
SOC 348	SOC	348	Global Sociology	GLO SBS+	3
SOC 352	SOC	352	Sociology of Religion	SBS+	3
SOC 356	SOC	356	Political Sociology	SBS+	3
SOC 361	SOC	361	Historical Development of Sociological Theory	SBS+ WRTD	3
SOC 362	SOC	362	Contemporary Sociological Theory	SBS+	3
SOC 364	SOC	364	Sociology of Latin America	SBS+	3
SOC 365	SOC	365	Global Africa	GLO SBS+	3
SOC 371	SOC	371	Gender and Work	SBS+	3
SOC 374	SOC	374	Global Issues in the United Nations	SBS+	3
SOC 378	SOC	378	War and the Military	SBS+	3
SOC 380	SOC	380	Social Psychology	SBS+	3
SOC 381	SOC	381	Sociology of Organizations	SBS+	3
SOC 384	SOC	384	Sociology of the Life Course	SBS+	3
SOC 386	SOC	386	State and Society in the Middle East	SBS+	3
SOC 388	SOC	388	Sociology of Islam	GLO SBS+	3
SOC 390	SOC	390	Special Topics	SBS+	3
SOC 391	SOC	391	Special Topics	SBS+	3
SOC 392	SOC	392	Special Topics	SBS+	3
SOC 393	SOC	393	Special Topics in Health, Medicine, and Social Change	SBS+	3
SOC 394	SOC	394	Special Topics, Experiential Learning	EXP+ SBS+	3
SOC 395	SOC	395	Topics in Science, Technology, and Society	STAS	3
SOC 444	SOC	444	Experiential Learning	EXP+	0
SOC 447	SOC	447	Independent Readings		1-6
SOC 458	SOC	458	Speak Effectively Before an Audience	SPK	0
SOC 459	SOC	459	Write Effectively in Sociology	WRTD	0
SOC 475	SOC	475	Undergraduate Teaching Practicum I	EXP+	3
SOC 476	SOC	476	Undergraduate Teaching Practicum II	EXP+	3
SOC 487	SOC	487	Independent Research	EXP+	0-6
SOC 488	SOC	488	Internship	EXP+	0-6
SOC 495	SOC	495	Senior Honors Project I		3
SOC 496	SOC	496	Senior Honors Project II		3
SPN 111	SPN	111	Elementary Spanish I	LANG	4
SPN 112	SPN	112	Elementary Spanish II	LANG	4
SPN 211	SPN	211	Intermediate Spanish I	GLO LANG	3
SPN 212	SPN	212	Intermediate Spanish II	GLO HUM LANG	3
SPN 213	SPN	213	Intermediate Spanish for Speakers of Spanish	GLO HUM LANG	3
SPN 214	SPN	214	Intermediate Medical Spanish I	DIV LANG	3
SPN 215	SPN	215	Intermediate Medical Spanish II	LANG	3
SPN 310	SPN	310	Spanish Grammar and Composition for Students of Hispanic-American Background	DIV HFA+ LANG	3
SPN 311	SPN	311	Spanish Conversation and Composition	DIV HFA+ LANG	3
SPN 312	SPN	312	Introduction to Literary Studies	HFA+ SPK	3
SPN 321	SPN	321	Advanced Spanish Grammar and Composition	CER HFA+ WRTD	3
SPN 322	SPN	322	Practical Spanish	HFA+	3
SPN 323	SPN	323	Advanced Spanish Conversation	HFA+ LANG	3
SPN 384	SPN	384	Introduction to Latin American Literature and Culture I	DIV GLO HFA+	3
SPN 385	SPN	385	Introduction to Latin American Literature and Culture II	DIV GLO HFA+	3
SPN 386	SPN	386	Introduction to Latin American Literature and Culture III	DIV GLO HFA+	3
SPN 387	SPN	387	Introduction to Spanish Literature and Culture I	GLO HFA+	3
SPN 388	SPN	388	Introduction to Spanish Literature and Culture II	GLO HFA+	3
SPN 389	SPN	389	Introduction to Spanish Literature and Culture III	DIV GLO HFA+	3
SPN 390	SPN	390	Communication, Media and Journalism in Spanish	GLO HFA+	3
SPN 391	SPN	391	The Culture and Civilization of Spain	GLO HFA+	3
SPN 392	SPN	392	The Culture and Civilization of Latin America	GLO HFA+	3
SPN 393	SPN	393	Introduction to Hispanic Linguistics	SBS	3
SPN 405	SPN	405	Issues in Hispanic Cultural Studies	ESI HFA+	3
SPN 410	SPN	410	Theory in Contexts	ESI HFA+	3
SPN 415	SPN	415	Hispanic Cultures in Contact	ESI HFA+	3
SPN 420	SPN	420	Topics in Spanish and Latin American Cinema	ARTS HFA+	3
SPN 435	SPN	435	Topics in Latin American Literature from the Colonial Period to the Present	ESI HFA+	3
SPN 443	SPN	443	Medical Spanish Experiential Learning	EXP+	0-3
SPN 444	SPN	444	Experiential Learning	EXP+	0
SPN 445	SPN	445	Topics in Spanish Literature from the Middle Ages to the Present	ESI HFA+	3
SPN 447	SPN	447	Directed Readings	EXP+	1-6
SPN 458	SPN	458	Speak Effectively Before an Audience	SPK	0
SPN 459	SPN	459	Write Effectively in Spanish	WRTD	0
SPN 463	SPN	463	Contrastive Spanish-English Grammar		3
SPN 465	SPN	465	Topics in Hispanic Linguistics	HFA+	3
SPN 475	SPN	475	Undergraduate Teaching Practicum I in Spanish	EXP+	3
SPN 476	SPN	476	Undergraduate Teaching Practicum in Spanish II	EXP+	3
SPN 488	SPN	488	Internship	EXP+	0-6
SPN 495	SPN	495	Spanish Senior Honors	EXP+	3
SSE 100	SSE	100	Economics for Social Studies Teachers	SBS	3
SSE 350	SSE	350	Foundations of Education		3
SSE 397	SSE	397	Teaching Social Studies		3
SSE 398	SSE	398	Social Studies Teaching Strategies	CER EXP+ SPK	3
SSE 400	SSE	400	Experiential Learning, Speak Effectively, Practice Critical and Ethical Reasoning	CER EXP+ SPK	0
SSE 447	SSE	447	Directed Readings in Social Studies Education		1-3
SSE 449	SSE	449	Field Experience, Grades 7-12	EXP+	1
SSE 450	SSE	450	Field Experience, Grades 7-12	CER EXP+ SPK	1
SSE 451	SSE	451	Supervised Student Teaching -- Middle Level Grades 7-9	CER EXP+ SPK	6
SSE 452	SSE	452	Supervised Student Teaching-High School Grades 10-12	CER EXP+ SPK	6
SSE 454	SSE	454	Student Teaching Seminar	CER EXP+ SPK	3
SSE 475	SSE	475	Undergrad Teachng Practicum I	EXP+	3
SSE 476	SSE	476	Undergrad Teachng Practicum II	EXP+	3
SSE 487	SSE	487	Independent Project in Social Sciences Education		0-6
SUS 111	SUS	111	Introduction to Sustainability	SNW	3
SUS 113	SUS	113	Physical Geography Lecture	SNW	3
SUS 114	SUS	114	Physical Geography Lab		1
SUS 115	SUS	115	Introduction to Human Demography	SBS	3
SUS 117	SUS	117	Design Drawing	TECH	3
SUS 121	SUS	121	Climate Change: Science, Impacts, Justice, and Solutions	STAS	3
SUS 200	SUS	200	Human Settlement: History and Future	SBS	3
SUS 201	SUS	201	Systems and Models	TECH	3
SUS 202	SUS	202	Introduction to Environmental Humanities	HUM	3
SUS 203	SUS	203	Interpretation and Critical Analysis	CER HUM WRTD	3
SUS 204	SUS	204	Population Studies	STEM+	3
SUS 206	SUS	206	Economics and Sustainability	SBS+	3
SUS 301	SUS	301	Technical Writing and Communication	SPK	3
SUS 302	SUS	302	Integrative Assessment Models		3
SUS 305	SUS	305	Collective Action and Advocacy	SBS+	3
SUS 306	SUS	306	Business and Sustainability		3
SUS 307	SUS	307	Environmental Economics and Management	STAS	3
SUS 308	SUS	308	Economic Development		3
SUS 311	SUS	311	Disasters and Society: A Global Perspective	STAS	3
SUS 314	SUS	314	Civilizations and Collapse	GLO	3
SUS 316	SUS	316	Cuba and Sustainability	EXP+ GLO HUM	3
SUS 317	SUS	317	American Environmental History	SBS+ USA	3
SUS 318	SUS	318	American Environmental Politics	SBS+	3
SUS 319	SUS	319	Restoration Ecology	STEM+	3
SUS 320	SUS	320	Utopia and Dystopia and the Environment in Literature and Culture	HFA+	3
SUS 321	SUS	321	Ecology and Evolution in American Literature	HFA+ WRTD	3
SUS 322	SUS	322	Human Ecology	STEM+	3
SUS 323	SUS	323	Environmental Justice	CER STAS WRTD	3
SUS 324	SUS	324	Human Geography and the Environment	SBS+	3
SUS 325	SUS	325	Environmental Writing and the Media	HFA+ WRTD	3
SUS 326	SUS	326	Conservation Genetics	STEM+	3
SUS 328	SUS	328	Ecofeminism, Literature & Film	HFA+ WRTD	3
SUS 329	SUS	329	Environmental Film, Media, Arts	HFA+	3
SUS 340	SUS	340	Ecological and Social Dimensions of Disease	STAS	3
SUS 342	SUS	342	Energy and Mineral Resources	STAS	3
SUS 343	SUS	343	Age of the Anthropocene	STAS	3
SUS 344	SUS	344	Sustainable Natural Resources	STAS	3
SUS 350	SUS	350	Contemporary Topics in Sustainability		3
SUS 351	SUS	351	Design and Implement a Research Project in Ecotoxicology	EXP+ STEM+	3
SUS 352	SUS	352	Conduct and Communicate a Research Project in Ecotoxicology	EXP+	3
SUS 354	SUS	354	Drawing for Design--CAD	STEM+	3
SUS 362	SUS	362	Resilient Communities		3
SUS 366	SUS	366	Philosophy of the Environment (III)	CER HFA+	3
SUS 374	SUS	374	Environment and Development in African History	GLO SBS+	3
SUS 386	SUS	386	The Maya	SBS+	3
SUS 390	SUS	390	Environmental Humanities Capstone	ESI HFA+	3
SUS 401	SUS	401	Integrative, Collaborative Systems Studies	ESI	3
SUS 405	SUS	405	Environmental Sustainability in Tanzania	EXP+ GLO	3
SUS 444	SUS	444	Experiential Learning	EXP+	0
SUS 459	SUS	459	Write Effectively in Sustainability	WRTD	0
SUS 475	SUS	475	Undergraduate Teaching Practicum	EXP+	0-3
SUS 476	SUS	476	Undergraduate Teaching Practicum II	EXP+	3
SUS 487	SUS	487	Research in Sustainability	EXP+	0-6
SUS 488	SUS	488	Internship in Sustainability Studies	EXP+	0-1
SWA 101	SWA	101	Intensive Elementary Swahili	LANG	6
THR 100	THR	100	Performing and Performance	ARTS	3
THR 101	THR	101	Introduction to Theatre Arts	ARTS	3
THR 103	THR	103	Introduction to Theatre Design	ARTS	3
THR 104	THR	104	Play Analysis	HUM	3
THR 105	THR	105	Acting I	ARTS	3
THR 107	THR	107	The Broadway Musical	ARTS	3
THR 110	THR	110	Public Speaking	SPK	3
THR 111	THR	111	Shop Safety		1
THR 115	THR	115	Stagecraft	TECH	4
THR 117	THR	117	Media: Analysis and Culture		3
THR 200	THR	200	Theatre Practicum I		0-3
THR 201	THR	201	Theatre History I: Greeks to Moliere	HFA+	3
THR 202	THR	202	Theatre History II: Restoration to the 20th Century	HFA+	3
THR 205	THR	205	Acting II		3
THR 207	THR	207	The Theatre of Baseball	ARTS	3
THR 214	THR	214	Theatre in New York	ARTS	3
THR 215	THR	215	Introduction to Design		3
THR 216	THR	216	Introduction to Visual Interpretation	ARTS	3
THR 224	THR	224	Experimental Studio	ARTS EXP+	3
THR 230	THR	230	Voice for the Actor		3
THR 232	THR	232	Improvisation		3
THR 245	THR	245	Movement for Actors		3
THR 246	THR	246	Stage Lighting		3
THR 277	THR	277	The Media Industry		3
THR 291	THR	291	Marketing for the Arts and Performing Arts		3
THR 298	THR	298	Student Media Leadership		1
THR 300	THR	300	Theatre Practicum II		0-3
THR 301	THR	301	Stage Management Laboratory		1
THR 303	THR	303	Costume Crafts Laboratory		1
THR 304	THR	304	Arts Marketing	EXP+	3
THR 305	THR	305	Lighting and Sound Laboratory		1
THR 306	THR	306	Stagecraft Laboratory		1
THR 307	THR	307	Performance Laboratory		0-3
THR 308	THR	308	Prevention Through the Arts		3
THR 309	THR	309	Prevention Through the Arts II		3
THR 312	THR	312	American Theatre and Drama	DIV HFA+ WRTD	3
THR 313	THR	313	Asian Theatre and Drama	HFA+	3
THR 315	THR	315	Topics in Theatre History & Theory: The Classical Age	HFA+	3
THR 316	THR	316	Topics in Theatre History & Theory: The Modern Era	HFA+	3
THR 319	THR	319	AIDS Drama, 1980s & 90s	HFA+	3
THR 320	THR	320	Production I		3
THR 321	THR	321	Production II		3
THR 322	THR	322	Acting III		3
THR 323	THR	323	Costume Design		3
THR 325	THR	325	Screenwriting	ARTS	3
THR 326	THR	326	Playwriting	ARTS	3
THR 334	THR	334	Performance Art I: The European Avant-Garde	HFA+	3
THR 335	THR	335	The Musicals of Stephen Sondheim	ARTS	3
THR 336	THR	336	Stage Management		3
THR 337	THR	337	Advanced Technical Theatre	TECH	3
THR 344	THR	344	Performance Art II: World War II to the Present	HFA+	3
THR 346	THR	346	Lighting Design		3
THR 351	THR	351	Special Topics in Performance		3
THR 352	THR	352	Special Topics in Performance		3
THR 354	THR	354	Topics in Theatre		3
THR 355	THR	355	Media and Production Design for Theatre		3
THR 356	THR	356	Scene Design		3
THR 380	THR	380	Creative Process in Theatre I		3
THR 381	THR	381	Creative Process in Theatre II		3
THR 401	THR	401	Senior Seminar	ESI	3
THR 403	THR	403	Media: Theory and Criticism		3
THR 406	THR	406	Eastern Styles in Acting		3
THR 438	THR	438	Directing I		3
THR 439	THR	439	Directing II		3
THR 444	THR	444	Experiential Learning	EXP+	0
THR 447	THR	447	Readings In Theatre Arts		3
THR 458	THR	458	Speak Effectively Before an Audience	SPK	0
THR 459	THR	459	Write Effectively in Theatre Arts	WRTD	0
THR 475	THR	475	Undergraduate Teaching Practicum I	EXP+	3
THR 476	THR	476	Undergraduate Teaching Practicum II	EXP+	3
THR 480	THR	480	Projects in Media		0-3
THR 483	THR	483	Projects in Theatrical Design		0-3
THR 484	THR	484	Projects in Theater		3
THR 487	THR	487	Independent Research		0-6
THR 488	THR	488	Internship	EXP+	0-6
TRK 101	TRK	101	Intensive Elementary Turkish	LANG	6
TRK 111	TRK	111	Elementary Turkish I	LANG	3
TRK 112	TRK	112	Elementary Turkish II	LANG	3
TVW 220	TVW	220	Advanced TV Writing	HFA+ WRTD	3
TVW 221	TVW	221	The Writers Room	HFA+ WRTD	3
UKR 111	UKR	111	Elementary Ukrainian I	LANG	4
VIP 102	VIP	102	Vertically Integrated Project Exploration		1
VIP 295	VIP	295	Introductory Multidisciplinary Project		1
VIP 395	VIP	395	Intermediate Multidisciplinary Project	EXP+	1
VIP 396	VIP	396	Intermediate Multidisciplinary Project Practicum		1
VIP 487	VIP	487	Advanced Project Experience		0
VIP 495	VIP	495	Advanced Multidisciplinary Project	EXP+	1
VIP 496	VIP	496	Advanced Multidisciplinary Project Practicum		1-2
WAE 190	WAE	190	Intermediate Writing Academic English		3
WAE 192	WAE	192	High Intermediate Writing Academic English		3
WAE 194	WAE	194	Advanced Writing Academic English		3
WRT 101	WRT	101	Introductory Writing Workshop	WRT	3
WRT 102	WRT	102	Intermediate Writing Workshop	WRT	3
WRT 200	WRT	200	Grammar and Style for Writers		3
WRT 201	WRT	201	Principles of Professional Writing		3
WRT 206	WRT	206	Writing about African-American Literature and History	DIV HUM	3
WRT 301	WRT	301	Writing in the Disciplines: Special Topics		3
WRT 302	WRT	302	Critical Writing Seminar: Special Topics	HFA+	3
WRT 303	WRT	303	The Personal Essay		3
WRT 304	WRT	304	Writing for Your Profession		3
WRT 305	WRT	305	Writing for the Health Professions	ESI	3
WRT 306	WRT	306	Tutor Training	EXP+	3
WRT 375	WRT	375	Technical Communication	SPK	3
WRT 380	WRT	380	Advanced Research Writing: Theories, Methods, Practices	ESI	3
WRT 381	WRT	381	Advanced Analytic and Argumentative Writing	ESI	3
WRT 382	WRT	382	Grant Writing	ESI	3
WRT 392	WRT	392	Theories and Methods of Mentoring Writers		3
WRT 444	WRT	444	Experiential Learning	EXP+	0
WRT 458	WRT	458	Speak Effectively Before an Audience	SPK	0
WRT 459	WRT	459	Write Effectively in a Discipline	WRTD	0
WRT 487	WRT	487	Independent Project		0-6
WRT 488	WRT	488	Internship	EXP+	0-6
WSE 105	WSE	105	Opportunities in STEM and Beyond	GLO	1
WSE 201	WSE	201	Society and Gender in STEM	DIV HUM GLO	3
WSE 205	WSE	205	Career Planning in STEM		1
WSE 380	WSE	380	Research and Discovery in STEM	TECH	3
WSE 381	WSE	381	Service-Learning in STEM	SBS	1
WSE 401	WSE	401	Women's Leadership in STEM	STAS	1
WSE 405	WSE	405	Life Design in STEM		1
WSE 475	WSE	475	Teaching Practicum		0-3
WSE 477	WSE	477	Mentoring/Leadership Practicum		0-3
WSE 487	WSE	487	Research Practicum	EXP+	0-3
WSE 488	WSE	488	Internship Practicum	EXP+	0-3
WSE 495	WSE	495	WISE Honors Project/Thesis I	CER ESI EXP+ SPK WRTD	3
WSE 496	WSE	496	WISE Honors Project/Thesis II	CER ESI EXP+ SPK WRTD	3
WST 102	WST	102	Introduction to Women's and Gender Studies in the Social Sciences	CER DIV SBS	3
WST 103	WST	103	Women, Culture, and Difference	CER DIV HUM	3
WST 111	WST	111	Introduction to Queer Studies in the Humanities	CER DIV HUM	3
WST 112	WST	112	Introduction to Queer Studies in the Social Sciences	CER DIV SBS	3
WST 210	WST	210	Contemporary Issues in Women's and Gender Studies	CER DIV SBS+	3
WST 237	WST	237	Images of Italian-American Women	DIV HUM USA	3
WST 247	WST	247	Sociology of Gender	DIV SBS	3
WST 276	WST	276	Feminism: Literature and Cultural Contexts	DIV HUM	3
WST 282	WST	282	Contemporary Caribbean Women's Literature	DIV GLO HUM	3
WST 284	WST	284	Introduction to Feminist Theory (III)	CER HUM	3
WST 287	WST	287	Research in Women's and Gender Studies		0-6
WST 291	WST	291	Introduction to Feminist Theory	DIV ESI HFA+	3
